Symbol,MAPE,RMSE,Accuracy,F1 Score
AAPL,17.20847564448423,0.21675719626852108,0.9947089947089947,0.9971671388101983
GOOG,121.6529331079548,0.7077309748139089,0.8624338624338624,0.8849557522123894
MSFT,29.84873649898303,0.24338190294872855,0.9788359788359788,0.9865771812080537
