Feature,Importance
PC1_stock,0.007135338398278346
PC2_stock,0.24330897711097937
PC3_stock,0.12118844919638919
PC4_stock,0.2835364594133324
PC5_stock,0.0623172427683704
PC1_news,0.2825135331126503
