,PC1_stock,PC2_stock,PC3_stock,PC4_stock,PC5_stock
0,-6.008294168303049,-0.6105421829080988,-2.1530689032702446,1.801322507503459,2.335330090661713
1,-6.06150843218546,-0.6766278371367981,-2.154839573642816,2.2278399332817185,2.2828563089644045
2,-5.9429103018520735,-0.5563522951875228,-2.1085615510853146,0.4139738505635495,2.8412280343723357
3,-5.866938784712102,-0.6356627908642427,-2.1465463207924493,0.8804245585373843,2.8796565741895304
4,-5.968673635434491,-0.5388373196810627,-2.1133857594025636,0.9645906301912031,2.2112479670366176
5,-6.06575015193083,-0.47547370539993744,-2.0893242651059722,1.217709247154851,1.8248255958677104
6,-5.88997300603923,-0.5307686586019451,-2.175148591908518,1.763962831076487,2.023697805601712
7,-5.752213109209979,-0.327697239166132,-2.141381050623752,-0.06575685989438279,2.5446888824915925
8,-5.927244072091365,-0.43125768334155556,-2.140941162340424,0.6325058739277128,2.9403734418429024
9,-5.760024675224512,-0.386395943767274,-2.2064103090202374,0.8699506860989734,2.607170336080382
10,-5.673488115344938,-0.29155367624867495,-2.236035231990558,1.0131811943392741,2.0802986065749423
11,-5.775277007425409,-0.2516239857598092,-2.226506920521258,1.3443194968650327,1.841163843154714
12,-5.6332166379625415,-0.26029543644335096,-2.234211806505719,0.24977514542706636,2.87291489181501
13,-5.353463201127942,1.6160943497635283,-2.3223590887037475,-0.006086682945404601,1.258736418042164
14,-5.362488903705004,1.665843300261713,-2.3387391876106607,0.29718878500156676,0.9921317984791503
15,-5.532423436035696,1.7392317768109755,-2.3090282730313687,0.6685164767761682,0.7920199254712871
16,-5.7664334174797265,1.2504340602553234,-2.208014167006201,-0.5642943927609256,2.415635707976883
17,-5.691137191328527,1.684615483227375,-2.18411760615736,-0.9346805845351204,0.9283825182369506
18,-5.845810042047211,1.7143634658904439,-2.1483409083536915,-0.5560801045345476,0.7411959896274807
19,-4.741126368152122,1.3015966275299233,-2.2681283780515464,0.047777923027263414,1.079933469454929
20,-5.541993850087889,0.3640873778943004,-1.8073702830880674,0.7903778340803885,1.3678404110884332
21,-5.512495728785903,0.4154770960072573,-1.606699141497164,0.26354288066765397,1.7708226271587277
22,-5.226093201372079,0.809105977036442,-1.632397554517245,0.11399391745374338,0.672307867769481
23,-5.063144293184348,0.7676582544214008,-1.7045883797338692,0.6999996578126693,0.914389031185983
24,-4.978995131367252,0.7905482770113731,-1.7431764856264815,0.9905587286813072,0.6485075477867263
25,-5.027354473408728,0.6613320610259777,-1.9172566144602023,5.68163376257392,-1.8078472178826401
26,-5.049047079113246,0.7291489767943741,-1.6830237992069992,-0.21556139012286374,1.4702269124879643
27,-4.932773517231045,0.603940612802779,-1.7365949765096245,0.2509470043237868,1.5335396730952564
28,-4.994021278041039,0.8407849127189423,-1.700574065139482,0.20777122079407956,0.6183704191497414
29,-4.891792860598311,0.6732830740627456,-1.7681032583728904,0.88724580158644,1.0461791732876295
30,-4.793099958074701,0.8976422475581584,-1.8061455711220387,1.0829669529259276,0.5726944097430058
31,-5.260765404782324,0.5648586385274115,-1.6316137031611433,0.029431171238530392,1.6301013434938159
32,-4.942331932742618,0.617589784101612,-1.6956132111378461,0.017808149553729388,0.8831401190365843
33,-4.98643881217933,0.41652546255808537,-1.708201786061952,0.6258227787686028,1.1644012136618547
34,-5.186065238456463,0.4420981548479663,-1.6592211400698897,1.029596449827897,1.0128829572844555
35,-5.92215557767177,-0.028073273105225834,-1.3624795363796398,-0.3061803714759992,2.3148262890385856
36,-6.069442474190178,-0.5300082275090866,-1.2827652235536522,-0.05147924026699363,2.037012788756898
37,-5.958871569068481,-0.4090588440739317,-1.2747517996514564,-0.2835125433922361,0.8688952716903986
38,-6.784173876842404,-1.2388573591798815,-1.0421553021978522,0.9301516252285089,2.0996686601047627
39,-7.465609670252077,-1.0994849145955745,-0.7844762241668393,0.48030738292780184,0.401419837866788
