,PC1_stock,PC2_stock,PC3_stock,PC4_stock,PC5_stock
0,-6.107897864615319,0.504347902030224,-0.9936138064872224,-4.439382765778586,1.268113838041414
1,-6.115683048533629,0.45362252336837205,-0.9822822227787813,-4.670210263359609,0.7313989504117576
2,-6.134974585561247,0.5249652439307182,-0.8935965818081528,-4.337405319923351,1.7111066781877682
3,-6.138551953481794,0.43081130083743613,-0.9106918513981592,-4.492581076782991,1.1405509205026694
4,-6.19191446125417,0.4069564751892747,-1.0013338326895067,-3.884520679551156,1.5433020538210394
5,-6.0424933802378895,0.4855955805700608,-0.9761901843225622,-4.087209630592323,1.3856176442650534
6,-6.021199365336832,0.4440764189359838,-0.9913743336989159,-4.367056872803099,0.6791143447745055
7,-6.01641991656776,0.5540662032025898,-0.9378533562996679,-3.9675931893019865,1.667059829861071
8,-6.027715490983202,0.4771369126777655,-0.9788686810284384,-4.21258624175343,0.8391722766618677
9,-5.98378910586701,0.5602380315406814,-0.9910824139191282,-4.017460443049675,1.0875403449902985
10,-5.9467910072966115,0.6006554109958084,-1.0670575495794565,-3.723193078555209,1.1683016720179373
11,-6.026104722108888,0.4637451654272524,-1.2169781393136219,-3.6221490771870664,0.3107470949484618
12,-5.947985198313909,0.5715160922398259,-1.1214115218914522,-3.7897153959422,0.4536395860626218
13,-5.550006295032628,2.2678279498241376,-1.4155720165986194,-2.3264780586750953,0.513918484444568
14,-5.481342033849133,2.4321973178219816,-1.4110531755972442,-2.192256834447099,0.7476094845848087
15,-5.544381773160654,2.334746785570501,-1.4861253040690408,-2.273699598725992,-0.07286847245563093
16,-5.80248016671488,2.0122304105052455,-1.3984784920103879,-2.336958991537468,0.050471660932161086
17,-5.586819619270068,2.4360733867013864,-1.4172579248021757,-1.6650364055841818,1.1389082944645788
18,-5.6279707697765655,2.300272879974939,-1.5609235327750006,-1.4349205940092598,0.5661024194927398
19,-4.805771499133498,1.8986022197738686,-1.8720295055602718,-0.4205104364960878,0.16874882480261919
20,-4.87899208242434,1.5990716085427312,-1.6078960354436096,-0.940980484525468,-1.1975172506165879
21,-4.700210940486348,2.0903391014357338,-1.3612062304754415,-1.0658651159545751,1.920163190690802
22,-4.572872406160204,2.28165700899426,-1.547856566756974,-0.4459197966374244,1.783592245591168
23,-4.498597491569492,2.2036614574286646,-1.6359061154377033,-0.956379114674603,0.45789289998427596
24,-4.298838324599073,2.554487821292951,-1.5927873304006612,-0.8375487904079699,1.1640498427288521
25,-4.302443697555604,2.501449736011462,-1.708716739351373,-0.9832879611049782,0.2084853836734877
26,-4.212436800309294,2.818672728784892,-1.7377332765096574,-0.2667144994604401,1.3832089538065184
27,-4.441982602365123,2.29009514214579,-1.9049161267990422,-0.6736493444229648,-0.776238180084756
28,-4.413105108960118,2.4891224477560905,-1.86993470223535,-0.44080749101217304,-0.1151531815479677
29,-4.259154391648968,2.662507983892193,-1.778770671226516,-0.8106811014186741,-0.24678219381881433
30,-4.0473446833093,3.0436464542929555,-1.7222393618720526,-0.7316816590603946,0.2919553413371061
31,-4.03743762898415,3.007429626623942,-1.727267731596584,-0.4842491434529605,0.5142695503829546
32,-3.9456931039845893,3.198132743349191,-1.9882271127989102,-0.806160029670564,-3.275342245782019
33,-4.2344715456579864,2.4950905722790493,-1.7863919634771284,-0.8749804072889099,-0.9209753670857138
34,-4.580792961836153,1.989889593547107,-1.8179300368941511,-0.8693867135548473,-1.9321604090612436
35,-5.298717209636272,1.1233499725527665,-1.7125102043391394,-0.7160090497831643,-2.286229131935386
36,-5.348438743511104,0.6725471530969326,-1.6184501503943227,-0.5732789893857326,-1.6740145666868649
37,-5.230196981731036,0.8325080336811931,-1.4849834526926444,-0.3254773923847433,-0.6601198140367274
38,-6.168213505933211,-0.6770909659114822,-1.601445911543457,-0.8032347592641662,-4.327326000582765
39,-6.343499077820518,-0.5244157587163675,-1.6146895765266895,1.0052574688025901,-1.697786022265657
40,-5.737555263259743,0.0856811440277455,-1.1651279799046166,0.7706198238838897,1.8947652026561654
41,-5.806045610517837,-0.5239514145022989,-1.0982018521269348,-1.098815646104792,-1.77348655439026
42,-5.510754549145528,0.09693520999149342,-0.9246771727547456,-0.09873632960390881,1.137262386464004
43,-5.568279286643931,-0.2148018422943154,-0.8593221297823896,-1.1946762672001445,-0.8683887691248043
44,-6.111851814852526,-0.772536839375703,-1.0326260416473303,-0.6636157626805405,-1.7524266238336625
45,-6.401796150335263,-1.2849165181888307,-0.4023251273820765,-0.3197459066257241,-2.201956471555124
46,-6.228377435984128,-0.8196232629338677,-0.414089898337614,2.2134829773570583,1.802437052717749
47,-6.262341268473594,-1.2487177930390874,-0.23728473980820397,0.07904711329843407,-1.5887556079859868
48,-7.18830506451306,-2.333331351077002,-0.4129645054568133,0.40244358039985983,-4.197954594946107
