,PC1_stock,PC2_stock,PC3_stock,PC4_stock,PC5_stock
0,-5.5394072595225055,0.5965362821547674,-0.9323766755582032,3.9633264991131414,-1.5929888313860687
1,-5.463825526259841,0.6141767491197756,-0.9127406377100564,4.101149099115032,-1.4888397538142941
2,-5.583316165319653,0.6382255979586859,-0.9446007043639005,3.371630120979695,-1.764692444156189
3,-5.435285141145929,0.6350094514228323,-0.9360035828961034,3.967085762241539,-1.1407206019850917
4,-5.4269514866758986,0.6966540652969626,-0.972011522223838,3.74549908611758,-1.3045788941855205
5,-5.3509582094034505,0.7655785404741946,-1.0095138317067436,3.6595556348554927,-1.3450083669094184
6,-5.422666045336835,0.7490167725070914,-1.102340547667186,3.6424340374569413,-1.1049685519786085
7,-5.329543091688827,0.865150953433954,-0.9868695560163612,3.759153771668354,-0.812821729672135
8,-5.294741304193879,0.8919164748065334,-0.9914381205063595,4.033425941277605,-0.4746939139707891
9,-5.196594284772463,1.0313324187339634,-0.9692147321187755,3.8223761878403844,-0.7991255134639749
10,-5.115238306566645,1.1141645403237235,-0.9856723145308357,3.7642262176329333,-0.8542095989752179
11,-5.435372484334261,0.9724653579180466,-1.2653872875093106,3.1837474777736916,-0.747866636053428
12,-5.271037639704187,1.0806569640788362,-1.1343425805927643,3.6930166738449333,-0.04113090047943601
13,-4.746381988707745,3.3644207178828585,-1.1662122080631063,1.3013875154180037,-0.370321423200726
14,-4.664268455921584,3.4674250365151984,-1.141102125671363,1.354610854894431,-0.37949239196152923
15,-4.8568787746691395,3.172161202181646,-1.2302119581719788,1.7278497434838922,0.16251435158364702
16,-5.074324530767182,2.648461919870884,-1.0702734906630325,2.556225069209954,0.7702321309617356
17,-4.957385940835722,2.8642449722382666,-1.0824772511255008,1.6783986796854338,-0.15319688806875575
18,-4.767252557530469,2.8956716430916023,-1.0142938700809594,2.00322542991806,-0.024223822264159083
19,-4.000620270851995,2.4010773631382385,-1.1929911880968784,2.0364938226097475,0.3796487930258865
20,-4.568525003207497,1.4093636581896016,-1.4370577213831013,1.684240938472705,1.0699029841316607
21,-4.648085686230325,1.5977840641371823,-1.332521161912909,0.3071797946117572,-1.9225421369528508
22,-5.06302745209616,0.9746249058566722,-1.4812526034553677,1.5875207467882513,-0.03110855704413406
23,-4.430977873647991,1.3838064943378463,-1.1412276506251002,1.502995814157977,-1.2124990717767556
24,-4.284827591038782,1.548917281023248,-1.1254384039854037,1.0365258507975526,-1.7393381460359065
25,-4.105518533077667,1.483293608979921,-1.0504033499683687,1.6706126898403029,-1.3818776307185496
26,-4.110806937711697,1.6355402961871577,-1.0296435253940226,1.1078132909809368,-1.4598508286476966
27,-4.01518493375875,1.6113845063516037,-1.0510955038197676,1.5501812915709632,-0.9307126945989423
28,-3.9373704368058027,1.743365422317887,-1.0476248241344595,1.3938378141067072,-1.097195104245203
29,-3.842482725698305,1.8762675438137764,-1.0280473634162193,1.5133104170250986,-0.9108539155664871
30,-3.8808216191060314,2.104205858661984,-1.1149722242211206,0.9987333420961426,-0.9885897383081926
31,-3.841004262568612,2.0773745465436484,-1.0267552179641906,1.278327810642542,-0.5133403174824047
32,-3.7613326593873473,2.1460577937764374,-1.0250986209896946,1.1740215769709856,-0.6529358728220794
33,-3.839793926705899,2.0342339612589426,-1.0660335657861029,1.3805920770053184,-0.3045540308533119
34,-4.151547181549191,1.6872760857468305,-1.1826982032740856,1.591117129737166,0.33009668973981465
35,-4.896151148746099,0.5698605648306773,-1.2173133095638053,2.3884960130348833,1.571575190577682
36,-4.833762978290368,0.548468510235102,-1.1494623701462914,1.999274876724545,0.9901046693340373
37,-4.802296933366192,0.5639499578586004,-1.105132582032364,1.432286725015872,0.25351013595711014
38,-5.377782192708916,-0.5327062132753951,-1.1944113789116326,2.7401668408328055,1.9937255322314222
39,-5.764832837333375,-0.5748091528358492,-1.3564978672619825,0.7768703966330851,0.43730261919972613
40,-5.131493625697337,-0.27728808272986655,-0.879460630321073,0.7091289449049903,-2.2026481395796482
41,-5.138501522124396,-0.7032761375626944,-0.8640139867046595,2.4144260101081314,-0.3547060579398435
42,-4.980109013197621,-0.3312417527584111,-0.8178335114805501,0.7636541757424687,-2.2118310976889615
43,-5.379897221115639,-1.0352466665368705,-0.9046200376937898,2.3883799178025837,0.09952192729113331
44,-5.5791917106785345,-1.1160377986331693,-0.9067494829058522,1.6777771694739894,-0.6820482726286083
45,-6.046721449698938,-1.7446769742668184,-0.6404274540341902,1.435338695943213,1.923695074499183
46,-5.709608056676071,-1.2791464202333587,-0.5904622899793155,-1.3354637321942016,-1.2636958410491983
47,-5.8682556384700435,-1.8720068227278706,-0.5484765788946747,0.9227233292968662,1.4085364679484713
48,-6.7973924638526,-2.7592823928951513,-0.7842826939466069,1.0422103808090728,2.682840041705055
49,-5.832291717481457,-2.575654641851386,-0.8278297133830295,-3.793565113493663,-1.880599430957248
50,-6.417567619413464,-3.8330459708572753,-0.7085312049075824,0.4699695773285659,3.78702244001024
51,-6.335434600091428,-3.4588359441190257,-0.6901078910674854,-2.7644335184802826,0.03555832388556168
52,-6.564485670505673,-3.7820652430040735,-0.7372805797809107,-1.773709565332248,1.5024579228768464
53,-6.313570593477003,-3.662960133954627,-0.6780768437602115,-2.4996718272772087,0.41624412352985146
54,-6.366532039213367,-4.074447528871394,-0.6593713692466877,-1.1538289692367696,1.8535804606243973
55,-6.684046833922312,-4.119349532130111,-0.6070670614314744,-1.7600733711694965,1.6702206926026244
56,-6.3096433553380145,-3.7556325358210283,-0.5859407204181732,-3.8196988428965546,-0.7411327098669451
57,-6.562792627927937,-4.167087131819813,-0.7199186434138928,-1.836192350637831,2.0846102590475395
58,-6.321565062745382,-3.604104959570727,-0.6992985040847493,-3.734528504182557,-0.10919347425247605
59,-6.244562588451014,-3.7448601872859846,-0.6225372047358726,-1.578289766508585,2.3135089005923737
60,-6.007995542905493,-3.292186501906142,-0.4410426451442801,-2.9714500875426024,0.5342404250891628
61,-5.871190001690225,-3.0723823115045485,-0.4742523176570194,-2.6862700857369375,1.019714274523124
62,-5.7870598364763834,-3.119730384338657,0.3450587884480401,-1.148303656652934,0.442295670035223
63,-5.687659251859447,-2.9199475321153985,0.380534215070682,-2.2271318443346213,-1.1874111147821984
64,-5.787637282274435,-2.8187214830032445,0.2948296733852965,-1.8476926138517134,-0.20414176814073148
65,-5.707740646709503,-2.35273896948559,0.22893431338493703,-4.328607946789434,-2.3668619593150355
66,-5.448469885480719,-2.268465956719369,0.24213979300528704,-2.4604995766143065,-0.32015764551061776
67,-5.263382934947553,-1.8799244746642239,0.27763338771367524,-2.7827369047889388,-0.8905150526017229
68,-5.198685498425586,-1.5336761356069664,0.20900184132039318,-2.3726365549189716,-0.30285930031033137
69,-4.963967025234884,-1.0082507944614019,0.3642957087664838,-2.1305007501420197,-0.14869886775184793
70,-4.90255057390482,-0.5835303314752495,0.16242039374794864,-2.688034496506502,-0.8194009825828263
71,-4.597687000768292,-0.27013404596598545,0.2880713831567275,-1.532649607445628,0.22719033756452425
72,-4.834962686527878,-0.3579991396450398,0.09096485532461802,-1.7352363070436008,0.3870709994324251
73,-4.519479359196003,0.24674302296910217,0.13433357468144108,-2.2522291907664367,-0.1227591156173688
74,-4.455517740067086,0.24811391080501388,0.2942510966554915,-1.2299225345929032,0.8990344805210789
75,-4.776761757436199,-0.19755398149788125,0.22384123142131257,-0.5451819188380648,1.792822903525085
76,-4.558120390981227,0.592700381875099,0.15723361502122873,-2.5559648111289177,-0.20891157263848936
77,-4.304304667917357,0.7351946329280674,0.22483298585637063,-1.75971507202405,0.4162436874508455
78,-4.294005545920847,0.9729455565536049,0.19148386205535645,-1.6751711638119713,0.6755877421013144
79,-4.217349000993957,0.8974791389442003,0.2920640368766459,-1.1035852538653514,1.157851434848716
80,-4.784105987779184,0.25083174945568365,0.0481272504516312,-0.5614049490339971,2.3814906957870585
81,-4.836815600357129,0.5736383364707633,-0.26256069297631046,-4.008466959769317,-0.42913636120662535
82,-4.419921971678793,0.7962554220859327,-0.048916108594887604,-1.8047908891854498,1.399969408976228
83,-4.23655763884412,0.7453542548991775,0.22793069854698023,-0.7719073625509464,-0.11952428946534643
84,-4.075343453035912,0.9286377141056599,0.43247013728252875,-0.9521141083821576,-0.5761786305675529
85,-3.917007663920496,1.2744234516773558,0.3558013915187878,-1.1702314989536364,-0.8412187170858767
86,-3.746412128448778,1.3336920579182634,0.41249189499432143,-0.5945230545606691,-0.3717245005666294
87,-3.7540966337841457,1.4468912030971366,0.3342832905871694,-1.1551825574777244,-0.8206742611540598
88,-3.6609472884088547,1.6049866710064817,0.2915687105618536,-1.135372391213305,-0.6028117985230136
89,-3.5804188330078324,1.959992603432845,0.3592235709894171,-1.373429275911027,-0.2804428830962208
90,-3.598239844305753,1.6848906640596915,0.35825147419456854,-0.4061292161611776,0.5666492426670077
91,-3.8686025987582537,1.4037206803086464,0.28607278160481747,-0.3924154915905286,0.7368149317105589
92,-3.8487493697457027,1.508368500104273,0.309504681016262,-0.9156101662383286,0.10100853774601135
93,-3.8224642694323734,1.5564465111655283,0.25144179203995487,-1.1995529735668555,-0.029117328541523105
94,-3.7679116723611004,1.7673472751775627,0.3075287038427759,-1.3137988608089766,0.41388698542625857
95,-3.5965180353115094,1.4890519838402991,0.4062292268034841,-0.30263734966275774,0.7517252562461813
96,-3.629517764604086,1.6543144402606578,0.28729270118106426,-1.2114552930731683,0.07594236088776371
97,-3.4924613485542606,1.782268675673676,0.3120692434098438,-0.7603184390938299,0.7072837989381848
98,-3.464848355864156,1.8301240595778743,0.3013885660307913,-0.958084738588902,0.5191547555286863
99,-3.637190804161118,1.6214920584938228,0.21562675935025777,-1.017087781968959,1.1202357504768472
100,-3.517952044686221,1.7824885264860242,0.2784249548412107,-0.8091921053994574,1.1594310106961476
101,-3.373602909928837,2.034093047915252,0.28784768083744366,-0.12607449864838943,1.2583994627674242
102,-3.3827025344762567,2.009595319516888,0.2307572829393989,-0.3754211809010442,1.099760895398605
103,-3.1181349385015786,2.100853576255447,0.6196287344684576,0.357490659766298,-0.7255580806690665
104,-3.0640973305015207,2.4032845267579477,0.5684873900794766,-0.1228869391328334,-0.7906575988006004
105,-2.975790975660355,2.712175202269092,0.5376247115718197,-0.3478016471162346,-0.6203107877305389
106,-3.1752612330804615,2.168570761410349,0.5026335509032837,0.2771486548598079,-0.09022148849348727
107,-3.2335361122701096,2.2455840178351414,0.418608952353634,-0.6513084975859369,-0.8886634526336337
108,-3.089857689226592,2.2700774330378124,0.5740383133788527,-0.19810704553517625,-0.3308243937933024
109,-3.003376541484369,2.4324127472681316,0.5308478624531314,-0.4344555104117899,-0.33458566183161786
110,-3.0005888545328236,2.3521527579335637,0.48442079058364645,-0.3137973859793748,-0.24733785313910084
111,-3.4250999144871805,1.3242085840068238,0.4333172026833945,1.0961639623761275,1.2393091634795996
112,-3.4410669481724234,1.4165764769707845,0.41650817006339974,-0.021111459200308606,0.014667010027620438
113,-3.3234105516896837,1.4636476611400586,0.6076180741533308,0.20176672276815233,0.25609724026464636
114,-3.2653288172942982,1.5300221458748484,0.5124984027904399,-0.2938103778399496,0.04267507298484213
115,-3.185274582949105,1.5660709171399392,0.5184798774766798,-0.1047049110815972,0.2914422660532908
116,-3.2331674688666507,1.3408022638945896,0.5094350587142127,0.43279203538347377,0.7732159651452752
117,-3.7725376276684863,0.9501720246125152,0.19501886691799225,-0.12288451001031249,1.0598979363863903
118,-3.221923359298719,1.3890487517021126,0.5847562023134923,-0.11911428399972208,0.4906825975541507
119,-3.1080899763886825,1.4603099441435967,0.5660668514052929,-0.08903868778877112,0.6272817486760266
120,-3.2770249240864833,1.1669642120712391,0.5006116784212512,0.4734141049041899,1.543141396378977
121,-3.1683906072173644,1.24787102663325,0.5855792425836231,0.03203911853774016,0.7168522184291892
122,-4.438932997665195,-0.2541895268759229,0.04750615592784603,0.7733943019825424,3.234910560336804
123,-3.6952637156948276,0.5184597935610634,0.5960062954299847,-0.5539403615166786,0.7572169577348422
124,-3.69389591896586,0.4019063287925551,0.5147811272900173,-0.42207261688057496,1.164955621751005
125,-3.328807396333032,0.7319904814410394,1.283726211536817,-0.6594817559797322,-1.1293356682238822
126,-3.2357046717689504,0.7949680297369545,1.214709274695703,-0.8013388267479586,-1.104347543635456
127,-3.026395551092791,1.00412310162262,1.3119268799536088,-0.8375141903127652,-0.8939141706759126
128,-2.987836853236724,0.8696616881639668,1.3136251747663865,-0.08880251968894949,-0.1443308739325576
129,-2.9022650355296595,1.0150660052623912,1.320219345045928,-0.3891792130865601,-0.5196766765937393
