feature,importance
PC5_stock,0.1882429789802483
PC4_stock,0.14826141800583545
PC2_stock,0.1440609767905313
Unnamed: 0,0.12107427284957899
Unnamed: 0,0.11770543651725487
PC1_news,0.11023836584478272
PC1_stock,0.09550222210119637
PC3_stock,0.07491432891057194
